row_id,agent_key,ground_truth,gemini_verdict,match,reviewer_label,reviewer_notes,confidence,main_flags,gemini_reason,url,ground_truth_category,gemini_details,gemini_response_json
1756,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/4820927e29a12ef96ccac2af62a2fe720b026a2bcb037292c49d6082845d3be115ce546fde1d6d16525c6c1392a83adfce381f57b3c739b5e7e319236540f824.JPEG,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Warna putih dan ketajaman teks pada plat nomor terlihat menyatu dan konsisten dengan resolusi serta pencahayaan area bumper yang berada di tempat teduh. Tidak ditemukan indikasi dempulan latar belakang atau teks 2D vector murni yang menimpa plat asli."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
1757,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/b4e2f5dde8b6bb45c915f820abc68d8483a860b88a88080a14c7a41d3f605d22c90c9216224679b89725b43411e52dd00d2d85d30cf32d3e6f5b775edf4e774a.JPEG,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Warna putih dan ketajaman teks pada plat nomor terlihat menyatu dan konsisten dengan pencahayaan serta tekstur dari bumper di sekitarnya. Tidak ditemukan indikasi dempulan latar belakang, teks 2D vector murni, ataupun tumpukan plat fisik."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
1758,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/f5ca961e5ac8fe26e38e9745f024b6ef1611abe1611ba645699062bf7573312e895288506ca07ff54d21fca85f8d0b96394538f480ca2de87113979aefcc037e.JPEG,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Warna hitam dan ketajaman teks pada plat nomor terlihat menyatu dan konsisten dengan pencahayaan serta tekstur dari bumper di sekitarnya. Tidak ditemukan indikasi dempulan latar belakang, teks 2D vector murni, atau tanda-tanda plat fisik yang bertumpuk."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
1759,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/15bbe9f5c2aa0dae0262785632fb7190a2f3a8e6e0832f217c14c6bcc1ff012309ab6f21f64cff19dc0fd408cac1460737559b9c1d032652b5d2f2c290c9ce23.JPEG,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Warna putih dan ketajaman teks pada plat nomor terlihat menyatu dan konsisten dengan pencahayaan serta tekstur plat fisik. Tidak ditemukan indikasi dempulan latar belakang, teks 2D vector murni, atau tumpukan plat fisik."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
1760,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/9740032b3a86951ec02b5846a9299fca1bd9e1716a52455198301e1e987c0640c1f950314f559cc4fe564150c791eced94d58a1efe0a1c878226c90eb536a34e.JPEG,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Warna putih dan ketajaman teks pada plat nomor terlihat menyatu dan konsisten dengan pencahayaan serta resolusi dari bumper di sekitarnya. Tidak ditemukan indikasi dempulan latar belakang, teks 2D vector murni, ataupun tumpukan plat fisik."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
1761,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/c47f53027da42dca919bfa240ce7e724a70fda2089cdf3e0747cb9944d8d03f537d7fb0e2099d3eb935bf11c028ccc6735ab4648f0bf0b16ed64f7a5318194b1.JPEG,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Warna dan ketajaman teks putih pada plat nomor hitam terlihat konsisten dengan pencahayaan di area bayangan bumper. Meskipun gambar secara keseluruhan memiliki noise kompresi, kontras tinggi pada plat adalah wajar dan tidak ditemukan indikasi tempelan digital atau plat ganda."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
1762,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/5e95c38ce5273dd64018aa5bb37f96c652eaf1ba9b28337cbdae7ffa797eef6dde842079c21969b5f98ba08b9b619e25bb58fd3876d3ffc5d696d02baeb47e99.JPEG,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Warna dan ketajaman teks pada plat nomor terlihat natural dan konsisten dengan pencahayaan serta tekstur pada bumper kendaraan. Tidak ditemukan indikasi tumpukan plat fisik maupun editan teks digital."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
1763,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/cf2b485b37a403ac9488ff30ed0953ab8811a400159663d3d584b21ec01630714300e13afbbad4d80fc84f6bd7f7a26714cecc3632d83ef32ca90c90ee4eeb60.JPEG,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Teks putih pada plat nomor hitam terlihat memiliki tingkat ketajaman dan pencahayaan yang konsisten dengan area bumper di sekitarnya. Tidak ditemukan tanda-tanda overlay digital murni atau bekas editan pada latar belakang plat."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
1764,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/343fb6e1b33a1d3c2339b79fa5a7e7f4afaeaa06347901b5bf4addad4eae924e5f14c95c79be7ee229b7d54259a6d853a9a3a6674a2d1edb851fa9d49f0a0457.png,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Warna dan ketajaman teks putih pada plat nomor hitam terlihat konsisten dengan kualitas foto secara keseluruhan dan pencahayaan sekitar. Tidak ditemukan indikasi tumpukan plat fisik, dempulan latar belakang, atau editan teks digital yang tidak wajar."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
1765,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/a0fb1b7605862031fff96ff4956146ec498673ffa87456ca996b7c87b2b1d3b5818d83b13845c160d1d5f6615bb011d9f4eea14372e77ccb38735e7877494da6.JPEG,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Warna putih pada teks dan latar belakang hitam plat nomor terlihat menyatu secara natural dengan pencahayaan lingkungan sekitar. Tidak ditemukan indikasi teks vektor 2D, dempulan digital, maupun tumpukan plat fisik ganda."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
1766,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/862b79bb586b2e4d9cd6a9605c92aa5500665715f6b31af0412b4685faa3bc29969547d5e63fdb6d8b4c9efc1d391a3736a143a2dea623f9638bd6f43ddf0db2.JPEG,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Warna putih pada teks dan hitam pada latar belakang plat nomor terlihat natural, menyatu dengan pencahayaan sekitar dan tekstur bumper. Tidak ditemukan indikasi teks digital murni, dempulan, atau plat fisik yang bertumpuk."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
1767,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/478f9279997a74edae5743a22c7208aeb9ecb1924e6aa7f06a1d79ef2dda55ea52c273ce074a0608c329bcb9d1fcbd3f959e5d7b94ff9c3a82d6ec898531c1af.JPEG,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Warna dan ketajaman teks pada plat nomor terlihat menyatu dan konsisten dengan pencahayaan serta bayangan dari bumper di sekitarnya. Tidak ditemukan indikasi dempulan latar belakang, teks 2D vector murni, atau tumpukan plat fisik."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
1768,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/46722c734e0e29f9d8f6ba5a40d7ca2859a30dd8118f3a2bc4db71c0f60b9221ad59e03d62552959c792026acea06a7804d2011d88233fcc97c31de327425a20.JPEG,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Warna hitam dan ketajaman teks pada plat nomor kuning terlihat menyatu dan konsisten dengan pencahayaan serta kondisi fisik kendaraan. Tidak ditemukan indikasi dempulan latar belakang, teks 2D vector murni, ataupun tumpukan plat fisik."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
1769,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/foto_kendaraan_wo9f1ww_Wfbw1uO_1661435667328.jpg,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Warna dan ketajaman teks pada plat nomor terlihat menyatu dan konsisten dengan pencahayaan serta resolusi gambar secara keseluruhan. Tidak ditemukan indikasi dempulan latar belakang, teks 2D vector murni, atau tumpukan plat fisik."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
1770,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/foto_kendaraan_1ffw1kf_sOoIBoze_1661942647842.jpg,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Warna putih dan ketajaman teks pada plat nomor terlihat menyatu dan konsisten dengan pencahayaan serta resolusi keseluruhan gambar. Tidak ditemukan indikasi dempulan latar belakang, teks 2D vector murni, atau tumpukan plat fisik."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
1771,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/foto_kendaraan_1fkm1B9_WfbIwU3_1661962473566.jpg,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Warna dan ketajaman teks pada plat nomor terlihat natural dan konsisten dengan pencahayaan serta bayangan di sekitarnya. Tidak ditemukan indikasi editan digital, dempulan, atau penggunaan plat ganda."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
1772,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/foto_kendaraan_1fkmbbI_NwIk9UNP_1661962637021.jpg,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Warna putih dan ketajaman teks pada plat nomor terlihat menyatu dan konsisten dengan pencahayaan serta bayangan dari bumper di sekitarnya. Tidak ditemukan indikasi dempulan latar belakang, teks 2D vector murni, atau tumpukan plat fisik."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
1773,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/foto_kendaraan_1fkmbIf_OfBIb85_1661962663819.jpg,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Warna dan ketajaman teks pada plat nomor terlihat menyatu dan konsisten dengan pencahayaan serta tekstur dari bodi kendaraan di sekitarnya. Tidak ditemukan indikasi dempulan latar belakang, teks 2D vector murni, ataupun tumpukan plat fisik."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
1774,carphoto.digital_forensic,APPROVED,OK,MATCH,,,10,,,https://storage.googleapis.com/image-wreg/wr/foto_kendaraan/foto_kendaraan_1fkmowb_WfwIoKR_1661962768186.jpg,,"{""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}","{""visual_inspection_log"": ""Warna dan ketajaman teks pada plat nomor terlihat natural dan konsisten dengan kondisi pencahayaan malam hari serta tekstur bumper di sekitarnya. Tidak ditemukan indikasi tumpukan plat fisik maupun manipulasi digital pada area teks."", ""v_reason"": ""OK"", ""v_ai_reason"": """", ""details"": {""has_editing_traces"": false, ""manipulation_confidence"": 10, ""manipulation_type"": null, ""primary_indicators"": [], ""technical_evidence"": [], ""plate_editing_detected"": false}}"
